id,name,group,groupLabel,groupNumber,order,image,card,sourceMark,sourceKind,region,regionCode,regionMotif,presentationLogo
odin_air,Odin Air,mythological-epic,Mythological / Epic,6,17,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/odin_air.png,/assets/airline-identities/approved-250/cards/mythological-epic/odin_air.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/odin_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/odin_air.webp
fenrir_airlines,Fenrir Airlines,mythological-epic,Mythological / Epic,6,18,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/fenrir_airlines.png,/assets/airline-identities/approved-250/cards/mythological-epic/fenrir_airlines.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/fenrir_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/fenrir_airlines.webp
mjolnir_airways,Mjolnir Airways,mythological-epic,Mythological / Epic,6,19,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/mjolnir_airways.png,/assets/airline-identities/approved-250/cards/mythological-epic/mjolnir_airways.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/mjolnir_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/mjolnir_airways.webp
sleipnir_air,Sleipnir Air,mythological-epic,Mythological / Epic,6,20,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/sleipnir_air.png,/assets/airline-identities/approved-250/cards/mythological-epic/sleipnir_air.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/sleipnir_air.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/sleipnir_air.webp
garuda_airlines,Garuda Airlines,mythological-epic,Mythological / Epic,6,21,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/garuda_airlines.png,/assets/airline-identities/approved-250/cards/mythological-epic/garuda_airlines.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/garuda_airlines.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/garuda_airlines.webp
simurgh_air,Simurgh Air,mythological-epic,Mythological / Epic,6,22,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/simurgh_air.png,/assets/airline-identities/approved-250/cards/mythological-epic/simurgh_air.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/simurgh_air.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/simurgh_air.webp
rukh_airways,Rukh Airways,mythological-epic,Mythological / Epic,6,23,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/rukh_airways.png,/assets/airline-identities/approved-250/cards/mythological-epic/rukh_airways.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/rukh_airways.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/rukh_airways.webp
anzu_airlines,Anzu Airlines,mythological-epic,Mythological / Epic,6,24,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/anzu_airlines.png,/assets/airline-identities/approved-250/cards/mythological-epic/anzu_airlines.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/anzu_airlines.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/anzu_airlines.webp
thunderbird_air,Thunderbird Air,mythological-epic,Mythological / Epic,6,25,/assets/airline-identities/approved-250/runtime-logos/mythological-epic/thunderbird_air.png,/assets/airline-identities/approved-250/cards/mythological-epic/thunderbird_air.webp,/assets/airline-identities/approved-250/source-marks/mythological-epic/thunderbird_air.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/mythological-epic/thunderbird_air.webp
cobalt_airlines,Cobalt Airlines,colors-visual,Colors / Visual,7,1,/assets/airline-identities/approved-250/runtime-logos/colors-visual/cobalt_airlines.png,/assets/airline-identities/approved-250/cards/colors-visual/cobalt_airlines.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/cobalt_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/cobalt_airlines.webp
crimson_air,Crimson Air,colors-visual,Colors / Visual,7,2,/assets/airline-identities/approved-250/runtime-logos/colors-visual/crimson_air.png,/assets/airline-identities/approved-250/cards/colors-visual/crimson_air.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/crimson_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/crimson_air.webp
indigo_wings,Indigo Wings,colors-visual,Colors / Visual,7,3,/assets/airline-identities/approved-250/runtime-logos/colors-visual/indigo_wings.png,/assets/airline-identities/approved-250/cards/colors-visual/indigo_wings.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/indigo_wings.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/indigo_wings.webp
amber_airways,Amber Airways,colors-visual,Colors / Visual,7,4,/assets/airline-identities/approved-250/runtime-logos/colors-visual/amber_airways.png,/assets/airline-identities/approved-250/cards/colors-visual/amber_airways.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/amber_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/amber_airways.webp
ivory_airlines,Ivory Airlines,colors-visual,Colors / Visual,7,5,/assets/airline-identities/approved-250/runtime-logos/colors-visual/ivory_airlines.png,/assets/airline-identities/approved-250/cards/colors-visual/ivory_airlines.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/ivory_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/ivory_airlines.webp
scarlet_air,Scarlet Air,colors-visual,Colors / Visual,7,6,/assets/airline-identities/approved-250/runtime-logos/colors-visual/scarlet_air.png,/assets/airline-identities/approved-250/cards/colors-visual/scarlet_air.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/scarlet_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/scarlet_air.webp
teal_sky_airlines,Teal Sky Airlines,colors-visual,Colors / Visual,7,7,/assets/airline-identities/approved-250/runtime-logos/colors-visual/teal_sky_airlines.png,/assets/airline-identities/approved-250/cards/colors-visual/teal_sky_airlines.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/teal_sky_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/teal_sky_airlines.webp
obsidian_airways,Obsidian Airways,colors-visual,Colors / Visual,7,8,/assets/airline-identities/approved-250/runtime-logos/colors-visual/obsidian_airways.png,/assets/airline-identities/approved-250/cards/colors-visual/obsidian_airways.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/obsidian_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/obsidian_airways.webp
jade_air,Jade Air,colors-visual,Colors / Visual,7,9,/assets/airline-identities/approved-250/runtime-logos/colors-visual/jade_air.png,/assets/airline-identities/approved-250/cards/colors-visual/jade_air.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/jade_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/jade_air.webp
vermillion_airlines,Vermillion Airlines,colors-visual,Colors / Visual,7,10,/assets/airline-identities/approved-250/runtime-logos/colors-visual/vermillion_airlines.png,/assets/airline-identities/approved-250/cards/colors-visual/vermillion_airlines.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/vermillion_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/vermillion_airlines.webp
saffron_airways,Saffron Airways,colors-visual,Colors / Visual,7,11,/assets/airline-identities/approved-250/runtime-logos/colors-visual/saffron_airways.png,/assets/airline-identities/approved-250/cards/colors-visual/saffron_airways.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/saffron_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/saffron_airways.webp
cerulean_air,Cerulean Air,colors-visual,Colors / Visual,7,12,/assets/airline-identities/approved-250/runtime-logos/colors-visual/cerulean_air.png,/assets/airline-identities/approved-250/cards/colors-visual/cerulean_air.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/cerulean_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/cerulean_air.webp
magenta_airlines,Magenta Airlines,colors-visual,Colors / Visual,7,13,/assets/airline-identities/approved-250/runtime-logos/colors-visual/magenta_airlines.png,/assets/airline-identities/approved-250/cards/colors-visual/magenta_airlines.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/magenta_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/magenta_airlines.webp
onyx_airways,Onyx Airways,colors-visual,Colors / Visual,7,14,/assets/airline-identities/approved-250/runtime-logos/colors-visual/onyx_airways.png,/assets/airline-identities/approved-250/cards/colors-visual/onyx_airways.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/onyx_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/onyx_airways.webp
umber_air,Umber Air,colors-visual,Colors / Visual,7,15,/assets/airline-identities/approved-250/runtime-logos/colors-visual/umber_air.png,/assets/airline-identities/approved-250/cards/colors-visual/umber_air.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/umber_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/umber_air.webp
viridian_airlines,Viridian Airlines,colors-visual,Colors / Visual,7,16,/assets/airline-identities/approved-250/runtime-logos/colors-visual/viridian_airlines.png,/assets/airline-identities/approved-250/cards/colors-visual/viridian_airlines.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/viridian_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/viridian_airlines.webp
goldenrod_air,Goldenrod Air,colors-visual,Colors / Visual,7,17,/assets/airline-identities/approved-250/runtime-logos/colors-visual/goldenrod_air.png,/assets/airline-identities/approved-250/cards/colors-visual/goldenrod_air.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/goldenrod_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/goldenrod_air.webp
alabaster_airways,Alabaster Airways,colors-visual,Colors / Visual,7,18,/assets/airline-identities/approved-250/runtime-logos/colors-visual/alabaster_airways.png,/assets/airline-identities/approved-250/cards/colors-visual/alabaster_airways.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/alabaster_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/alabaster_airways.webp
carmine_airlines,Carmine Airlines,colors-visual,Colors / Visual,7,19,/assets/airline-identities/approved-250/runtime-logos/colors-visual/carmine_airlines.png,/assets/airline-identities/approved-250/cards/colors-visual/carmine_airlines.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/carmine_airlines.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/carmine_airlines.webp
sienna_air,Sienna Air,colors-visual,Colors / Visual,7,20,/assets/airline-identities/approved-250/runtime-logos/colors-visual/sienna_air.png,/assets/airline-identities/approved-250/cards/colors-visual/sienna_air.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/sienna_air.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/sienna_air.webp
flax_airways,Flax Airways,colors-visual,Colors / Visual,7,21,/assets/airline-identities/approved-250/runtime-logos/colors-visual/flax_airways.png,/assets/airline-identities/approved-250/cards/colors-visual/flax_airways.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/flax_airways.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/flax_airways.webp
periwinkle_air,Periwinkle Air,colors-visual,Colors / Visual,7,22,/assets/airline-identities/approved-250/runtime-logos/colors-visual/periwinkle_air.png,/assets/airline-identities/approved-250/cards/colors-visual/periwinkle_air.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/periwinkle_air.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/periwinkle_air.webp
russet_airlines,Russet Airlines,colors-visual,Colors / Visual,7,23,/assets/airline-identities/approved-250/runtime-logos/colors-visual/russet_airlines.png,/assets/airline-identities/approved-250/cards/colors-visual/russet_airlines.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/russet_airlines.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/russet_airlines.webp
slate_airways,Slate Airways,colors-visual,Colors / Visual,7,24,/assets/airline-identities/approved-250/runtime-logos/colors-visual/slate_airways.png,/assets/airline-identities/approved-250/cards/colors-visual/slate_airways.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/slate_airways.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/slate_airways.webp
alizarin_air,Alizarin Air,colors-visual,Colors / Visual,7,25,/assets/airline-identities/approved-250/runtime-logos/colors-visual/alizarin_air.png,/assets/airline-identities/approved-250/cards/colors-visual/alizarin_air.webp,/assets/airline-identities/approved-250/source-marks/colors-visual/alizarin_air.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/colors-visual/alizarin_air.webp
stellar_airlines,Stellar Airlines,stars-cosmos,Stars / Cosmos,8,1,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/stellar_airlines.png,/assets/airline-identities/approved-250/cards/stars-cosmos/stellar_airlines.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/stellar_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/stellar_airlines.webp
nebula_air,Nebula Air,stars-cosmos,Stars / Cosmos,8,2,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/nebula_air.png,/assets/airline-identities/approved-250/cards/stars-cosmos/nebula_air.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/nebula_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/nebula_air.webp
cosmos_airways,Cosmos Airways,stars-cosmos,Stars / Cosmos,8,3,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/cosmos_airways.png,/assets/airline-identities/approved-250/cards/stars-cosmos/cosmos_airways.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/cosmos_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/cosmos_airways.webp
galaxy_airlines,Galaxy Airlines,stars-cosmos,Stars / Cosmos,8,4,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/galaxy_airlines.png,/assets/airline-identities/approved-250/cards/stars-cosmos/galaxy_airlines.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/galaxy_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/galaxy_airlines.webp
pulsar_air,Pulsar Air,stars-cosmos,Stars / Cosmos,8,5,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/pulsar_air.png,/assets/airline-identities/approved-250/cards/stars-cosmos/pulsar_air.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/pulsar_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/pulsar_air.webp
solaris_airways,Solaris Airways,stars-cosmos,Stars / Cosmos,8,6,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/solaris_airways.png,/assets/airline-identities/approved-250/cards/stars-cosmos/solaris_airways.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/solaris_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/solaris_airways.webp
vega_airlines,Vega Airlines,stars-cosmos,Stars / Cosmos,8,7,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/vega_airlines.png,/assets/airline-identities/approved-250/cards/stars-cosmos/vega_airlines.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/vega_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/vega_airlines.webp
sirius_air,Sirius Air,stars-cosmos,Stars / Cosmos,8,8,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/sirius_air.png,/assets/airline-identities/approved-250/cards/stars-cosmos/sirius_air.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/sirius_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/sirius_air.webp
altair_airways,Altair Airways,stars-cosmos,Stars / Cosmos,8,9,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/altair_airways.png,/assets/airline-identities/approved-250/cards/stars-cosmos/altair_airways.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/altair_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/altair_airways.webp
rigel_airlines,Rigel Airlines,stars-cosmos,Stars / Cosmos,8,10,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/rigel_airlines.png,/assets/airline-identities/approved-250/cards/stars-cosmos/rigel_airlines.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/rigel_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/rigel_airlines.webp
deneb_air,Deneb Air,stars-cosmos,Stars / Cosmos,8,11,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/deneb_air.png,/assets/airline-identities/approved-250/cards/stars-cosmos/deneb_air.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/deneb_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/deneb_air.webp
capella_airways,Capella Airways,stars-cosmos,Stars / Cosmos,8,12,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/capella_airways.png,/assets/airline-identities/approved-250/cards/stars-cosmos/capella_airways.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/capella_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/capella_airways.webp
procyon_airlines,Procyon Airlines,stars-cosmos,Stars / Cosmos,8,13,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/procyon_airlines.png,/assets/airline-identities/approved-250/cards/stars-cosmos/procyon_airlines.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/procyon_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/procyon_airlines.webp
arcturus_air,Arcturus Air,stars-cosmos,Stars / Cosmos,8,14,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/arcturus_air.png,/assets/airline-identities/approved-250/cards/stars-cosmos/arcturus_air.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/arcturus_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/arcturus_air.webp
aldebaran_airways,Aldebaran Airways,stars-cosmos,Stars / Cosmos,8,15,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/aldebaran_airways.png,/assets/airline-identities/approved-250/cards/stars-cosmos/aldebaran_airways.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/aldebaran_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/aldebaran_airways.webp
fomalhaut_airlines,Fomalhaut Airlines,stars-cosmos,Stars / Cosmos,8,16,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/fomalhaut_airlines.png,/assets/airline-identities/approved-250/cards/stars-cosmos/fomalhaut_airlines.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/fomalhaut_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/fomalhaut_airlines.webp
spica_air,Spica Air,stars-cosmos,Stars / Cosmos,8,17,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/spica_air.png,/assets/airline-identities/approved-250/cards/stars-cosmos/spica_air.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/spica_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/spica_air.webp
antares_airways,Antares Airways,stars-cosmos,Stars / Cosmos,8,18,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/antares_airways.png,/assets/airline-identities/approved-250/cards/stars-cosmos/antares_airways.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/antares_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/antares_airways.webp
betelgeuse_air,Betelgeuse Air,stars-cosmos,Stars / Cosmos,8,19,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/betelgeuse_air.png,/assets/airline-identities/approved-250/cards/stars-cosmos/betelgeuse_air.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/betelgeuse_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/betelgeuse_air.webp
canopus_airlines,Canopus Airlines,stars-cosmos,Stars / Cosmos,8,20,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/canopus_airlines.png,/assets/airline-identities/approved-250/cards/stars-cosmos/canopus_airlines.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/canopus_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/canopus_airlines.webp
pollux_air,Pollux Air,stars-cosmos,Stars / Cosmos,8,21,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/pollux_air.png,/assets/airline-identities/approved-250/cards/stars-cosmos/pollux_air.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/pollux_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/pollux_air.webp
castor_airways,Castor Airways,stars-cosmos,Stars / Cosmos,8,22,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/castor_airways.png,/assets/airline-identities/approved-250/cards/stars-cosmos/castor_airways.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/castor_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/castor_airways.webp
regulus_airlines,Regulus Airlines,stars-cosmos,Stars / Cosmos,8,23,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/regulus_airlines.png,/assets/airline-identities/approved-250/cards/stars-cosmos/regulus_airlines.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/regulus_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/regulus_airlines.webp
mimosa_air,Mimosa Air,stars-cosmos,Stars / Cosmos,8,24,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/mimosa_air.png,/assets/airline-identities/approved-250/cards/stars-cosmos/mimosa_air.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/mimosa_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/mimosa_air.webp
hadar_airways,Hadar Airways,stars-cosmos,Stars / Cosmos,8,25,/assets/airline-identities/approved-250/runtime-logos/stars-cosmos/hadar_airways.png,/assets/airline-identities/approved-250/cards/stars-cosmos/hadar_airways.webp,/assets/airline-identities/approved-250/source-marks/stars-cosmos/hadar_airways.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/stars-cosmos/hadar_airways.webp
flyfast_airlines,FlyFast Airlines,prestige-budget-lcc,Prestige Budget / LCC,9,1,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/flyfast_airlines.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/flyfast_airlines.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/flyfast_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/flyfast_airlines.webp
quickjet_air,QuickJet Air,prestige-budget-lcc,Prestige Budget / LCC,9,2,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/quickjet_air.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/quickjet_air.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/quickjet_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/quickjet_air.webp
budgetwings,BudgetWings,prestige-budget-lcc,Prestige Budget / LCC,9,3,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/budgetwings.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/budgetwings.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/budgetwings.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/budgetwings.webp
ecoair,EcoAir,prestige-budget-lcc,Prestige Budget / LCC,9,4,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/ecoair.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/ecoair.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/ecoair.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/ecoair.webp
valuejet,ValueJet,prestige-budget-lcc,Prestige Budget / LCC,9,5,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/valuejet.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/valuejet.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/valuejet.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/valuejet.webp
clearsky_airlines,ClearSky Airlines,prestige-budget-lcc,Prestige Budget / LCC,9,6,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/clearsky_airlines.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/clearsky_airlines.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/clearsky_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/clearsky_airlines.webp
freshair_jets,FreshAir Jets,prestige-budget-lcc,Prestige Budget / LCC,9,7,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/freshair_jets.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/freshair_jets.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/freshair_jets.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/freshair_jets.webp
openskies_air,OpenSkies Air,prestige-budget-lcc,Prestige Budget / LCC,9,8,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/openskies_air.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/openskies_air.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/openskies_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/openskies_air.webp
freedomjet_airlines,FreedomJet Airlines,prestige-budget-lcc,Prestige Budget / LCC,9,9,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/freedomjet_airlines.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/freedomjet_airlines.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/freedomjet_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/freedomjet_airlines.webp
